Sample,Sample_ID,Flag,Device,Latitude,Longitude,Water_depth,Ocean,Sample_depth_top,Sample_depth_bottom,Sample_depth_average,Author,Journal,Year,Publication_doi,Resource_doi,Comment,Database,Type,Count_min,Count,Dentigloborotalia_anfracta,Globorotalia_cavernula,Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii,Globorotalia_scitula,Globorotalia_truncatulinoides,Globorotalia_tumida,Globorotalia_ungulata,Globorotalia_theyeri,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globoquadrina_conglomerata,Globorotaloides_hexagonus,Berggrenia_pumilio,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Globigerinella_adamsi,Turborotalita_quinqueloba,Turborotalita_humilis,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Candeina_nitida,Globigerinita_glutinata,Globigerinita_uvula,Globigerinita_minuta,Tenuitella_iota,Hastigerina_pelagica,Hastigerinella_digitata,Globorotalia_menardii_&_Globorotalia_tumida,Globigerinoides_ruber_&_Globigerinoides_white,Turborotalita_humilis_&_Berggrenia_pumilio,Globorotalia_truncatulinoides_dextral_coiling,Globorotalia_truncatulinoides_sinistral_coiling,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Turborotalita_quinqueloba_dextral_coiling,Turborotalita_quinqueloba_sinistral_coiling,unidentified,T_surface,T_400,T_gradient,S_surface,S_400,Si_surface,Si_400,O_surface,O_400,CO2_surface,CO2_400
AR3R38,CLIMAP_0047,0,Piston,-31.26666667,113.9333333,4911.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"Water depth taken from ETOPO, Coordinates from a secondary source",1,1,,368.0,0.0,,0.0,0.008152174,0.032608696,0.0,0.029891304,0.008152174,,,0.524456522,0.14673913,0.010869565,0.0,0.002717391,0.0,0.002717391,0.0,0.016304348,0.027173913,0.0,0.0,0.089673913,0.016304348,0.002717391,0.002717391,0.0,0.002717391,0.002717391,0.0,0.002717391,0.0,0.0,0.0,0.0,0.0,0.0,,0.067934783,0.0,0.0,,,,0.008152174,0.02173913,0.0,0.016304348,,,0.002717391,22.148448944091797,10.03945541381836,12.108993530273438,35.587894439697266,34.784202575683594,3.909996271133423,5.0661115646362305,217.35861206054688,242.54087829589844,2022.5623779296875,2115.70947265625
AR4R45,CLIMAP_0048,0,Piston,-18.68333333,87.85,1555.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"Water depth taken from ETOPO, Coordinates from a secondary source",33,1,,570.0,0.0,,0.00877193,0.0,0.042105263,0.0,0.024561404,0.005263158,,,0.001754386,0.026315789,0.0,0.0,0.014035088,0.0,0.0,0.0,0.015789474,0.01754386,0.021052632,0.0,0.464912281,0.122807018,0.035087719,0.024561404,0.003508772,0.052631579,0.00877193,0.0,0.0,0.0,0.00877193,0.0,0.0,0.092982456,0.0,,0.0,0.0,0.0,,,,0.015789474,0.00877193,0.01754386,0.105263158,,,0.00877193,26.21154022216797,12.15687370300293,14.054666519165039,34.83896255493164,35.12107849121094,2.6327297687530518,5.134992599487305,205.26992797851562,221.14170837402344,1948.3099365234375,2112.287109375
AR4R42,CLIMAP_0049,0,Piston,-14.9,70.2,4128.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"Water depth taken from ETOPO, Coordinates from a secondary source",33,1,,201.0,0.0,,0.0,0.004975124,0.233830846,0.0,0.024875622,0.084577114,,,0.0,0.089552239,0.0,0.014925373,0.084577114,0.009950249,0.004975124,0.0,0.004975124,0.0,0.044776119,0.0,0.169154229,0.114427861,0.0,0.009950249,0.004975124,0.0,0.029850746,0.0,0.0,0.0,0.0,0.009950249,0.0,0.059701493,0.0,,0.0,0.0,0.0,,,,0.014925373,0.009950249,0.029850746,0.084577114,,,0.0,27.126035690307617,11.17203140258789,15.954004287719727,34.697444915771484,34.99079132080078,3.1958322525024414,14.226631164550781,202.61102294921875,181.5240020751953,1953.1766357421875,2143.331787109375
AR4R45,CLIMAP_0050,0,Piston,-17.8,62.0,3359.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"Water depth taken from ETOPO, Coordinates from a secondary source",33,1,,311.0,0.0,,0.0,0.009646302,0.054662379,0.0,0.01607717,0.006430868,,,0.006430868,0.038585209,0.0,0.0,0.022508039,0.009646302,0.003215434,0.0,0.012861736,0.003215434,0.022508039,0.0,0.443729904,0.118971061,0.003215434,0.003215434,0.009646302,0.045016077,0.019292605,0.0,0.0,0.0,0.0,0.0,0.003215434,0.147909968,0.0,,0.0,0.0,0.0,,,,0.012861736,0.003215434,0.041800643,0.077170418,,,0.0,27.12564468383789,12.317867279052734,14.807777404785156,34.813720703125,35.127925872802734,3.0446934700012207,8.640637397766113,202.7758331298828,204.39117431640625,1955.502685546875,2121.254150390625
AR4R46,CLIMAP_0051,1,Piston,-23.93333333,73.88333333,3567.0,129.0,0.0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"Water depth taken from ETOPO, sample depth information from duplicate sample, Coordinates from a secondary source",35,1,,370.0,0.0,,0.010810811,0.002702703,0.013513514,0.005405405,0.048648649,0.005405405,,,0.035135135,0.005405405,0.002702703,0.002702703,0.0,0.0,0.0,0.0,0.010810811,0.0,0.032432432,0.0,0.518918919,0.1,0.010810811,0.016216216,0.008108108,0.054054054,0.027027027,0.0,0.0,0.0,0.008108108,0.0,0.008108108,0.064864865,0.0,,0.0,0.0,0.0,,,,0.037837838,0.010810811,0.016216216,0.083783784,,,0.008108108,24.523828506469727,12.4237642288208,12.100064277648926,35.50239562988281,35.154476165771484,2.1460859775543213,3.143554925918579,212.51776123046875,232.80308532714844,1991.225830078125,2101.115966796875
AR4R43,CLIMAP_0052,0,Piston,-39.83333333,75.05,3794.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"Water depth taken from ETOPO, Coordinates from a secondary source",1,1,,508.0,0.0,,0.0,0.015748031,0.0,0.011811024,0.06496063,0.0,,,0.283464567,0.00984252,0.192913386,0.023622047,0.0,0.0,0.0,0.0,0.106299213,0.066929134,0.0,0.0,0.072834646,0.005905512,0.001968504,0.029527559,0.001968504,0.005905512,0.013779528,0.0,0.00984252,0.0,0.0,0.0,0.0,0.072834646,0.0,,0.0,0.0,0.0,,,,0.062992126,0.001968504,0.0,0.005905512,,,0.00984252,15.502787590026855,11.922059059143066,3.580728530883789,35.17221450805664,35.052982330322266,1.7781357765197754,4.2631378173828125,254.3475799560547,241.95632934570312,2053.072265625,2100.0234375
ELT44.27-PC,CLIMAP_0053,1,Piston,-53.038,119.735,3542.0,257.0,0.0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"coordinates corrected via depth control, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",97,1,,408.0,0.0,,0.00245098,0.0,0.0,0.0,0.004901961,0.0,,,0.110294118,0.0,0.007352941,0.568627451,0.0,0.0,0.0,0.0,0.272058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004901961,0.0,0.0,0.0,0.0,0.022058824,0.0,,0.0,0.0,0.0,,,,0.0,0.004901961,,,,,0.007352941,4.794547080993652,2.922032356262207,1.8725147247314453,33.919986724853516,34.39641571044922,4.0218658447265625,52.93267059326172,315.01336669921875,203.5691680908203,2121.389892578125,2226.385498046875
ELT45.27-PC,CLIMAP_0054,0,Piston,-43.308,105.548,3823.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,300.0,,,0.0,0.0,0.0,0.003333333,0.043333333,0.0,,,0.126666667,0.0,0.056666667,0.166666667,0.0,0.0,0.0,,0.523333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333333,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.036666667,,,,,,,,,0.0,0.043333333,,,,,,11.792008399963379,9.503268241882324,2.2887401580810547,34.73466491699219,34.69024658203125,2.1475472450256348,4.552642822265625,271.4788818359375,257.0895080566406,2092.400390625,2124.718017578125
ELT45.70-PC,CLIMAP_0055,0,Piston,-48.008,114.478,3726.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,556.0,0.0,,0.0,0.0,0.0,0.0,0.052158273,0.0,,,0.15647482,0.0,0.055755396,0.167266187,0.0,0.0,0.0,0.0,0.494604317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019784173,0.0,0.0,0.0,0.0,0.050359712,0.0,,0.001798561,0.0,0.0,,,,0.0,0.052158273,,,,,0.001798561,8.43167495727539,6.055917263031006,2.3757576942443848,34.15053176879883,34.32946014404297,1.690872311592102,15.249938011169434,290.19268798828125,242.0719757080078,2099.88232421875,2154.71533203125
ELT45.73-PC,CLIMAP_0056,0,Piston,-47.533,114.423,3768.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,483.0,0.0,,0.0,0.0,0.0,0.004140787,0.043478261,0.0,,,0.136645963,0.0,0.107660455,0.182194617,0.0,0.0,0.0,0.0,0.457556936,0.0,0.0,0.0,0.0,0.0,0.0,0.004140787,0.0,0.0,0.0,0.0,0.01863354,0.0,0.0,0.0,0.0,0.043478261,0.0,,0.0,0.0,0.0,,,,0.002070393,0.041407867,,,,,0.002070393,9.479836463928223,7.328289031982422,2.151547431945801,34.319068908691406,34.427734375,1.679543137550354,10.048255920410156,283.1992492675781,248.71392822265625,2093.42626953125,2138.55322265625
ELT45.77-PC,CLIMAP_0057,1,Piston,-46.448,114.417,3854.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",65,1,,494.0,0.0,,0.0,0.0,0.0,0.0,0.082995951,0.0,,,0.188259109,0.0,0.066801619,0.109311741,0.008097166,0.0,0.0,0.0,0.508097166,0.0,0.0,0.0,0.0,0.0,0.0,0.01417004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018218623,0.0,,0.0,0.0,0.0,,,,0.006072874,0.076923077,,,,,0.004048583,10.272239685058594,8.23342227935791,2.0388174057006836,34.459896087646484,34.5272102355957,1.6931182146072388,7.396254539489746,278.47894287109375,255.99282836914062,2088.802734375,2126.54150390625
ELT45.78-PC,CLIMAP_0058,0,Piston,-45.037,114.348,4084.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,300.0,,,0.003333333,0.0,0.0,0.003333333,0.013333333,0.0,,,0.173333333,0.0,0.046666667,0.143333333,0.0,0.0,0.0,,0.516666667,0.0,0.0,0.0,0.0,0.0,0.0,0.003333333,0.0,0.0,0.0,0.0,0.056666667,0.003333333,0.0,0.0,0.0,0.036666667,,,,,,,,,0.0,0.013333333,,,,,,11.057144165039062,9.008935928344727,2.048208236694336,34.64637756347656,34.62510299682617,1.7753360271453857,5.418494701385498,275.23663330078125,261.3920593261719,2083.882568359375,2117.625244140625
ELT45.81-PC,CLIMAP_0059,1,Piston,-43.953,114.368,4318.0,129.0,0.0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. ruber group abundances moved to G. ruber white, G. ruber pink set to 0, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. ruber pink and G. ruber white set to N/A",65,1,,519.0,0.0,,0.0,0.0,0.0,0.015414258,0.077071291,0.0,,,0.294797688,0.0,0.113680154,0.044315992,0.0,0.0,0.0,0.0,0.377649326,0.0,0.0,0.0,0.003853565,0.0,0.0,0.044315992,0.0,0.0,0.0,0.0,0.005780347,0.0,0.0,0.0,0.0,0.015414258,0.0,,0.0,0.0,0.0,,,,0.003853565,0.073217726,,,,,0.007707129,12.257516860961914,9.472260475158691,2.7852563858032227,34.7463493347168,34.689910888671875,1.1465729475021362,4.386081218719482,273.5671691894531,260.93768310546875,2076.884765625,2112.3603515625
ELT48.3-PC,CLIMAP_0060,0,Piston,-41.02,100.012,3982.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,300.0,,,0.0,0.0,0.0,0.0,0.013333333,0.0,,,0.136666667,0.0,0.046666667,0.07,0.0,0.0,0.0,,0.58,0.003333333,0.0,0.0,0.0,0.0,0.0,0.003333333,0.0,0.0,0.0,0.0,0.08,0.006666667,0.0,0.0,0.0,0.06,,,,,,,,,0.0,0.013333333,,,,,,12.864849090576172,10.137761116027832,2.72708797454834,34.84286880493164,34.800357818603516,1.652429223060608,3.9400627613067627,263.9247741699219,254.54229736328125,2079.34228515625,2113.053955078125
ELT48.23-PC,CLIMAP_0061,0,Piston,-39.515,83.723,3551.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,300.0,,,0.0,0.0,0.0,0.0,0.036666667,0.0,,,0.076666667,0.0,0.21,0.046666667,0.0,0.0,0.0,,0.383333333,0.003333333,0.0,0.0,0.0,0.0,0.0,0.003333333,0.003333333,0.0,0.0,0.0,0.156666667,0.003333333,0.0,0.0,0.0,0.076666667,,,,,,,,,0.003333333,0.033333333,,,,,,13.228985786437988,10.885726928710938,2.343258857727051,34.927040100097656,34.909576416015625,1.6967766284942627,3.976112127304077,267.42120361328125,251.7067413330078,2062.56201171875,2105.123046875
ELT49.22-PC,CLIMAP_0062,0,Piston,-45.022,95.082,2734.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,381.0,0.0,,0.0,0.0,0.0,0.0,0.052493438,0.0,,,0.167979003,0.0,0.160104987,0.128608924,0.0,0.0,0.0,0.0,0.322834646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026246719,0.0,0.0,0.0,0.0,0.139107612,0.0,,0.0,0.0,0.0,,,,0.005249344,0.047244094,,,,,0.002624672,9.52359390258789,6.4477128982543945,3.075881004333496,34.21043395996094,34.3693962097168,1.426236867904663,14.306177139282227,284.54937744140625,232.27066040039062,2087.46044921875,2152.042724609375
ELT49.23-PC,CLIMAP_0063,0,Piston,-47.128,95.08,3285.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,350.0,0.0,,0.0,0.002857143,0.0,0.0,0.04,0.0,,,0.154285714,0.0,0.045714286,0.211428571,0.0,0.0,0.0,0.0,0.422857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034285714,0.0,0.0,0.0,0.0,0.08,0.0,,0.0,0.0,0.0,,,,0.002857143,0.037142857,,,,,0.008571429,8.126237869262695,5.445565223693848,2.6806726455688477,34.080013275146484,34.32136535644531,1.767124891281128,20.281808853149414,291.85211181640625,230.20913696289062,2098.93212890625,2168.292724609375
ELT49.24-PC,CLIMAP_0064,0,Piston,-47.988,95.037,3240.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,299.0,0.0,,0.0,0.0,0.0,0.0,0.026755853,0.0,,,0.110367893,0.0,0.046822742,0.254180602,0.0,0.0,0.0,0.0,0.414715719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030100334,0.0,0.0,0.0,0.0,0.117056856,0.0,,0.0,0.0,0.0,,,,0.0,0.026755853,,,,,0.0,8.126237869262695,5.445565223693848,2.6806726455688477,34.080013275146484,34.32136535644531,1.767124891281128,20.281808853149414,291.85211181640625,230.20913696289062,2098.93212890625,2168.292724609375
ELT49.25-PC,CLIMAP_0065,0,Piston,-49.378,94.832,3366.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,298.0,0.0,,0.0,0.0,0.0,0.003355705,0.023489933,0.0,,,0.181208054,0.0,0.040268456,0.261744966,0.0,0.0,0.0,0.0,0.429530201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05033557,0.0,,0.0,0.0,0.0,,,,0.003355705,0.020134228,,,,,0.010067114,6.79696798324585,4.674297332763672,2.1226706504821777,33.96245193481445,34.304588317871094,1.9733872413635254,26.07639503479004,299.8756103515625,231.91026306152344,2105.43701171875,2177.24951171875
KM1-41,CLIMAP_0066,0,Grab,24.5,-16.95,1530.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,526.0,0.0,,0.003802281,0.0,0.0,0.0,0.039923954,0.0,,,0.171102662,0.0,0.340304183,0.003802281,0.020912548,0.0,0.0,0.0,0.119771863,0.039923954,0.0,0.009505703,0.095057034,0.060836502,0.001901141,0.001901141,0.0,0.003802281,0.020912548,0.0,0.005703422,0.003802281,0.001901141,0.0,0.0,0.030418251,0.0,,0.0,0.0,0.0,,,,0.007604563,0.032319392,0.02661597,0.034220532,,,0.024714829,20.734722137451172,,,36.56573486328125,,0.5389633178710938,,232.75880432128906,,2082.84521484375,
RC8-106,CLIMAP_0068,0,Piston,14.0,-74.88,3904.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,301.0,0.0,,0.003322259,0.0,0.07641196,0.0,0.006644518,0.03986711,,,0.003322259,0.222591362,0.006644518,0.0,0.03654485,0.0,0.0,0.0,0.0,0.003322259,0.013289037,0.03986711,0.212624585,0.172757475,0.0,0.053156146,0.003322259,0.033222591,0.0,0.0,0.0,0.0,0.0,0.006644518,0.003322259,0.063122924,0.0,,0.0,0.0,0.0,,,,0.003322259,0.003322259,0.033222591,0.139534884,,,0.0,,,,,,,,,,,
RC8-40,CLIMAP_0069,1,Piston,-43.78,46.2,2540.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. ruber group abundances moved to G. ruber white, G. ruber pink set to 0, T. sacculifer subspecies set to N/A, G. ruber pink and G. ruber white set to N/A",1,1,,231.0,0.0,,0.0,0.0,0.0,0.0,0.008658009,0.0,,,0.103896104,0.0,0.229437229,0.177489177,0.0,0.0,0.0,0.0,0.367965368,0.004329004,0.0,0.0,0.004329004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987013,0.0,0.0,0.0,0.0,0.073593074,0.0,,0.0,0.0,0.0,,,,0.0,0.008658009,,,,,0.017316017,7.74770975112915,3.3914222717285156,4.356287479400635,33.77177429199219,34.17518615722656,2.2023932933807373,23.9704532623291,302.46026611328125,248.8544921875,2087.196044921875,2175.16064453125
RC8-41,CLIMAP_0070,0,Piston,-43.63,51.267,2897.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,386.0,0.0,,0.0,0.0,0.0,0.0,0.005181347,0.0,,,0.227979275,0.0,0.007772021,0.422279793,0.0,0.0,0.0,0.0,0.316062176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020725389,0.0,,0.0,0.0,0.0,,,,0.0,0.005181347,,,,,0.0,8.33166217803955,3.426452159881592,4.905210018157959,33.68308639526367,34.196739196777344,1.5517477989196777,26.9520320892334,298.8370361328125,237.08372497558594,2073.408203125,2178.700439453125
RC8-46,CLIMAP_0071,0,Piston,-55.33,65.467,2761.0,257.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",1,1,,335.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.170149254,0.788059701,0.0,0.0,0.0,0.0,0.017910448,0.0,0.0,0.0,0.0,0.002985075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005970149,0.0,,0.0,0.0,0.0,,,,,,,,,,0.014925373,1.815915584564209,2.161613702774048,-0.34569811820983887,33.90944290161133,34.466217041015625,22.493988037109375,67.73210144042969,333.469482421875,190.12904357910156,2148.6513671875,2244.07958984375
RC8-50,CLIMAP_0072,0,Piston,-44.77,92.417,3219.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,369.0,0.0,,0.0,0.0,0.0,0.0,0.035230352,0.0,,,0.157181572,0.016260163,0.195121951,0.06504065,0.0,0.0,0.0,0.0,0.382113821,0.005420054,0.0,0.0,0.002710027,0.0,0.0,0.0,0.002710027,0.002710027,0.0,0.0,0.029810298,0.0,0.0,0.0,0.0,0.105691057,0.0,,0.0,0.0,0.0,,,,0.0,0.035230352,,,,,0.0,9.75477123260498,7.325538635253906,2.429232597351074,34.282901763916016,34.4266357421875,0.9614095091819763,9.702731132507324,286.3183288574219,247.0412139892578,2079.181884765625,2134.9443359375
RC8-53,CLIMAP_0073,0,Piston,-39.38,104.37,4429.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,239.0,0.0,,0.0,0.0,0.0,0.0041841,0.09623431,0.0,,,0.338912134,0.0041841,0.138075314,0.016736402,0.0,0.0,0.0,0.0,0.263598326,0.046025105,0.0,0.0,0.016736402,0.0,0.0,0.025104603,0.0,0.0041841,0.016736402,0.0,0.012552301,0.0,0.0,0.0,0.0,0.012552301,0.0,,0.0,0.0,0.0,,,,0.0,0.09623431,,,,,0.0041841,14.117134094238281,10.30118465423584,3.8159494400024414,34.972381591796875,34.8299446105957,1.8637170791625977,3.6382675170898438,258.49114990234375,254.29454040527344,2077.181884765625,2111.515625
RC8-60,CLIMAP_0074,0,Piston,-36.75,120.9,5351.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,286.0,0.0,,0.0,0.0,0.003496503,0.041958042,0.034965035,0.0,,,0.118881119,0.048951049,0.167832168,0.020979021,0.0,0.0,0.0,0.0,0.111888112,0.034965035,0.0,0.0,0.052447552,0.006993007,0.003496503,0.0,0.006993007,0.003496503,0.0,0.0,0.024475524,0.0,0.013986014,0.0,0.0,0.255244755,0.0,,0.0,0.0,0.0,,,,0.006993007,0.027972028,0.0,0.006993007,,,0.048951049,16.93124771118164,9.48952579498291,7.4417219161987305,35.45071029663086,34.70436096191406,1.4203892946243286,3.962423086166382,250.4358673095703,245.3563232421875,2045.6671142578125,2116.456298828125
RC8-61,CLIMAP_0075,0,Piston,-46.53,125.57,4254.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,411.0,0.0,,0.0,0.0,0.0,0.0,0.090024331,0.0,,,0.233576642,0.0,0.092457421,0.085158151,0.0,0.0,0.0,0.0,0.435523114,0.01216545,0.0,0.0,0.0,0.0,0.0,0.01459854,0.00486618,0.0,0.0,0.0,0.01459854,0.0,0.0,0.0,0.0,0.01216545,0.0,,0.0,0.0,0.0,,,,0.00486618,0.085158151,,,,,0.00486618,9.057469367980957,8.423487663269043,0.6339817047119141,34.61506652832031,34.54966354370117,4.426846027374268,3.528214931488037,285.6389465332031,269.4402160644531,2079.141845703125,2133.329833984375
RC8-62,CLIMAP_0076,0,Piston,-49.33,127.12,3875.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,275.0,0.0,,0.0,0.0,0.0,0.0,0.043636364,0.0,,,0.138181818,0.0,0.16,0.072727273,0.0,0.0,0.0,0.0,0.4,0.021818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007272727,0.0,0.054545455,0.0,0.0,0.0,0.0,0.098181818,0.0,,0.0,0.0,0.0,,,,0.0,0.043636364,,,,,0.003636364,8.30771255493164,7.252603054046631,1.0551095008850098,34.42906188964844,34.50148010253906,3.153270959854126,13.112984657287598,289.04833984375,257.7798767089844,2092.88330078125,2166.011474609375
RC8-63,CLIMAP_0077,0,Piston,-51.08,129.97,3442.0,257.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,302.0,0.0,,0.0,0.0,0.0,0.003311258,0.016556291,0.0,,,0.086092715,0.006622517,0.264900662,0.195364238,0.0,0.0,0.0,0.0,0.334437086,0.006622517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003311258,0.0,0.026490066,0.0,0.0,0.0,0.0,0.036423841,0.0,,0.0,0.0,0.0,,,,0.0,0.016556291,,,,,0.01986755,7.4120683670043945,5.586501598358154,1.8255667686462402,34.19046401977539,34.41765594482422,2.176906108856201,24.853206634521484,296.861328125,240.1981201171875,2101.84619140625,2188.043701171875
RC9-139,CLIMAP_0078,0,Piston,-47.77,123.1,4158.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,392.0,0.0,,0.0,0.0,0.0,0.0,0.06122449,0.0,,,0.206632653,0.0,0.033163265,0.066326531,0.0,0.0,0.0,0.0,0.607142857,0.0,0.0,0.0,0.0,0.0,0.0,0.005102041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015306122,0.0,,0.0,0.0,0.0,,,,0.0,0.06122449,,,,,0.005102041,8.621180534362793,7.593685150146484,1.0274953842163086,34.52916717529297,34.44831085205078,4.989050388336182,6.003410816192627,290.0970153808594,266.4106140136719,2084.498046875,2142.427734375
RC9-140,CLIMAP_0079,0,Piston,-45.42,121.12,4400.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,363.0,0.0,,0.0,0.002754821,0.0,0.0,0.052341598,0.0,,,0.179063361,0.0,0.03030303,0.055096419,0.0,0.0,0.0,0.0,0.619834711,0.022038567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008264463,0.0,0.011019284,0.0,0.0,0.0,0.016528926,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.052341598,,,,,0.002754821,9.843826293945312,8.514347076416016,1.3294792175292969,34.67110061645508,34.57149124145508,3.8480582237243652,4.30279016494751,284.73114013671875,268.8433837890625,2075.369140625,2121.81005859375
